eventId,eventUid,eventName,eventCategory,eventLocation,clubId,clubLogin,clubName,eventAttendees,eventPriceRange,eventButtonLabel,eventBadges,totalTicketsSoldValue,checkbox_id,displayType,registered,waiting_list,eventTags,coHostId,custom_time_instruction,checkin,registrationStatus,printTicket,eventTimezone,ariaEventDetails,ariaEventDetailsWithLocation,parentEventIds,all_results_hidden,hybrid,dayofweek,month,day,year,time,eventDates,hour
300253379,dfca3f9bf08150203d5e9e8ea5c5e61a,"Tuesday Open Office Hours - Careers in CONSUMER GOODS, LUXURY & RETAIL",Online,Online Event Zoom link,200000640.0,TalentCareers,Talent and Careers,2.0,FREE,Register,Online,0.00,300253379.0,event,Unknown,,Online,0,Unknown,0.4375,Unknown,Unknown,(GMT+1),"Tuesday Open Office Hours - Careers in CONSUMER GOODS, LUXURY and RETAIL. Tuesday, 31 October 2023 At 12:00 PM, (GMT+1).","Tuesday Open Office Hours - Careers in CONSUMER GOODS, LUXURY and RETAIL. Tuesday, 31 October 2023 At 12:00 PM, (GMT+1). Online Event.",Tuesday Open Office Hours,,Unknown,Tue,Oct,31.0,2023.0,12 PM – 1 PM,Unknown,12.0
300253381,eb154e6a0d19a291caa8ec700e4dba22,Tuesday Open Office Hours - Careers in FINANCE,Online,Online Event Zoom link,200000640.0,TalentCareers,Talent and Careers,1.0,FREE,Register,Online,0.00,300253381.0,event,Unknown,,Online,0,Unknown,0.4375,Unknown,Unknown,(GMT+1),"Tuesday Open Office Hours - Careers in FINANCE. Tuesday, 31 October 2023 At 12:00 PM, (GMT+1).","Tuesday Open Office Hours - Careers in FINANCE. Tuesday, 31 October 2023 At 12:00 PM, (GMT+1). Online Event.",Tuesday Open Office Hours,,Unknown,Tue,Oct,31.0,2023.0,12 PM – 1 PM,Unknown,12.0
300253383,6c785e6f016e2cf7011831802c147ce0,Tuesday Open Office Hours - Careers in LAW,Online,Online Event Zoom link,200000640.0,TalentCareers,Talent and Careers,3.0,FREE,Register,Online,0.00,300253383.0,event,Unknown,,Online,0,Unknown,0.4375,Unknown,Unknown,(GMT+1),"Tuesday Open Office Hours - Careers in LAW. Tuesday, 31 October 2023 At 12:00 PM, (GMT+1).","Tuesday Open Office Hours - Careers in LAW. Tuesday, 31 October 2023 At 12:00 PM, (GMT+1). Online Event.",Tuesday Open Office Hours,,Unknown,Tue,Oct,31.0,2023.0,12 PM – 1 PM,Unknown,12.0
300253385,a852e9863cb0bccc69665a878015c1b3,Tuesday Open Office Hours - Careers in MARKETING & COMMUNICATIONS,Online,Online Event Zoom link,200000640.0,TalentCareers,Talent and Careers,1.0,FREE,Register,Online,0.00,300253385.0,event,Unknown,,Online,0,Unknown,0.4375,Unknown,Unknown,(GMT+1),"Tuesday Open Office Hours - Careers in MARKETING and COMMUNICATIONS. Tuesday, 31 October 2023 At 12:00 PM, (GMT+1).","Tuesday Open Office Hours - Careers in MARKETING and COMMUNICATIONS. Tuesday, 31 October 2023 At 12:00 PM, (GMT+1). Online Event.",Tuesday Open Office Hours,,Unknown,Tue,Oct,31.0,2023.0,12 PM – 1 PM,Unknown,12.0
300253387,f2791dd586b84842fe1745e7f5fdb352,Tuesday Open Office Hours - Careers in TECH,Online,Online Event Zoom link,200000640.0,TalentCareers,Talent and Careers,2.0,FREE,Register,Online,0.00,300253387.0,event,Unknown,,Online,0,Unknown,0.4375,Unknown,Unknown,(GMT+1),"Tuesday Open Office Hours - Careers in TECH. Tuesday, 31 October 2023 At 12:00 PM, (GMT+1).","Tuesday Open Office Hours - Careers in TECH. Tuesday, 31 October 2023 At 12:00 PM, (GMT+1). Online Event.",Tuesday Open Office Hours,,Unknown,Tue,Oct,31.0,2023.0,12 PM – 1 PM,Unknown,12.0
300253389,9672c1702a46c5308528ef0a8e81607d,"Tuesday Open Office Hours - Careers in INTERNATIONAL RELATIONS, SOCIAL IMPACT & DEVELOPMENT",Online,Online Event Zoom link,200000640.0,TalentCareers,Talent and Careers,3.0,FREE,Register,Online,0.00,300253389.0,event,Unknown,,Online,0,Unknown,0.4375,Unknown,Unknown,(GMT+1),"Tuesday Open Office Hours - Careers in INTERNATIONAL RELATIONS, SOCIAL IMPACT and DEVELOPMENT. Tuesday, 31 October 2023 At 12:00 PM, (GMT+1).","Tuesday Open Office Hours - Careers in INTERNATIONAL RELATIONS, SOCIAL IMPACT and DEVELOPMENT. Tuesday, 31 October 2023 At 12:00 PM, (GMT+1). Online Event.",Tuesday Open Office Hours,,Unknown,Tue,Oct,31.0,2023.0,12 PM – 1 PM,Unknown,12.0
300266812,73e876b925348f8310899e2559fc3fec,Career Practice: Finding Professional Purpose,Online,Online Event,200000640.0,TalentCareers,Talent and Careers,6.0,FREE,Register,OnlineFinding Professional Purpose - T&C,0.00,300266812.0,event,Unknown,,OnlineFinding Professional Purpose - T&C,0,Unknown,0.4375,4 Spots Left,Unknown,(GMT+1),"Career Practice: Finding Professional Purpose. Tuesday, 31 October 2023 At 12:00 PM, (GMT+1).","Career Practice: Finding Professional Purpose. Tuesday, 31 October 2023 At 12:00 PM, (GMT+1). Online Event.",Unknown,,Unknown,Tue,Oct,31.0,2023.0,12 PM – 1 PM,Unknown,12.0
300253676,39c03bc7224c2f5f06062f031c6f5a29,MM Club Officer Info Sessions,On Campus,"MARIA DE MOLINA, 31 BIS, MM-203 // MM-503",200000131.0,iecampuslife,IE Campus Life,150.0,FREE,Register,On CampusCommunity / networkingInfo SessionMaría Molina 31,0.00,300253676.0,event,Unknown,,On CampusCommunity / networkingInfo SessionMaría Molina 31,0,Unknown,0.4375,Unknown,Unknown,(GMT+1),"MM Club Officer Info Sessions. Monday, 30 October 2023 At 11:00 PM, (GMT+1).","MM Club Officer Info Sessions. Monday, 30 October 2023 At 11:00 PM, (GMT+1). MARIA DE MOLINA, 31 BIS, MM-203 slash slash MM-503.",Unknown,,Unknown,Mon,Oct,30.0,2023.0,11:00 PM – Fri,Unknown,23.0
300302164,fdd21d56c92853bce8c31d39261e615d,SOCIAL VOLLEYBALL PRACTICE - ADVANCED,On Campus,"IE TOWER, IE athletic center",200000126.0,ievolleyball,IE Volleyball Club,3.0,FREE,Register,"On CampusCommunicationCommunity / networkingCultureDiversity, Inclusion and BelongingIE Athletic CenterIE TowerSportsWellness / wellbeing",0.00,300302164.0,event,Unknown,,"On CampusCommunicationCommunity / networkingCultureDiversity, Inclusion and BelongingIE Athletic CenterIE TowerSportsWellness / wellbeing",0,Unknown,0.4375,Unknown,Unknown,(GMT+1),"SOCIAL VOLLEYBALL PRACTICE - ADVANCED. Monday, 30 October 2023 At 9:30 PM, (GMT+1).","SOCIAL VOLLEYBALL PRACTICE - ADVANCED. Monday, 30 October 2023 At 9:30 PM, (GMT+1). IE TOWER, IE athletic center.",Unknown,,Unknown,Mon,Oct,30.0,2023.0,9:30 PM – 11 PM,Unknown,21.5
300292760,ac21b4fb60b64a70b4482d17741f7d2e,Mi carrera después del master,Off Campus,Private Location (register to display),300002890.0,argentinauruguay,IE Argentina & Uruguay Club,23.0,FREE,Register,Off CampusAlumni eventsBusiness DevelopmentEntrepreneurshipT-Communication,0.00,300292760.0,event,Unknown,,Off CampusAlumni eventsBusiness DevelopmentEntrepreneurshipT-Communication,0,Unknown,0.4375,27 Spots Left,Unknown,(GMT+1),"Mi carrera después del master. Monday, 30 October 2023 At 8:00 PM, (GMT+1).","Mi carrera después del master. Monday, 30 October 2023 At 8:00 PM, (GMT+1). Private Location ( register to display ) .",Unknown,,Unknown,Mon,Oct,30.0,2023.0,8 PM – 11 PM,Unknown,20.0
300261476,8df4ed9146a8d8739a6a17f86b58d50d,MEMBERS NETWORKING,Off Campus,Private Location (register to display),200000066.0,iecapitalmarkets,IE Finance and Capital Markets Club,51.0,FREE,Register,Off CampusFinance / Investing / Insurance ...,0.00,300261476.0,event,Unknown,,Off CampusFinance / Investing / Insurance ...,0,Unknown,0.4375,9 Spots Left,Unknown,(GMT+1),"MEMBERS NETWORKING. Monday, 30 October 2023 At 8:00 PM, (GMT+1).","MEMBERS NETWORKING. Monday, 30 October 2023 At 8:00 PM, (GMT+1). Private Location ( register to display ) .",Unknown,,Unknown,Mon,Oct,30.0,2023.0,8 PM – 10 PM,Unknown,20.0
300312243,a2f270168fe86632c93acc5eac42c723,PIXELS: Photography Law & Art Soirée,On Campus,"IE TOWER, Piano Lounge -4",300002656.0,ieipclub,IE Intellectual Property Club,38.0,FREE,Register,On Campus,0.00,300312243.0,event,Unknown,,On Campus,IE Arts & Business Club,Unknown,0.4375,12 Spots Left,Unknown,(GMT+1),"PIXELS: Photography Law and Art Soirée. Monday, 30 October 2023 At 7:00 PM, (GMT+1).","PIXELS: Photography Law and Art Soirée. Monday, 30 October 2023 At 7:00 PM, (GMT+1). IE TOWER, Piano Lounge -4.",Unknown,,Unknown,Mon,Oct,30.0,2023.0,7 PM – 9 PM,Unknown,19.0
300255720,6f4342b148279de91f68e93252e533f6,CONTEMPORARY - DANCE CLUB,Off Campus,Creativity Center Segovia,300001855.0,iedanceSG,IE Dance Club SC,9.0,FREE,Register,Off CampusAlumni eventsArts & humanitiesCreativity CenterWellness / wellbeing - Physical ...,0.00,300255720.0,event,Unknown,,Off CampusAlumni eventsArts & humanitiesCreativity CenterWellness / wellbeing - Physical ...,IE Creativity Center,Unknown,0.4375,Unknown,Unknown,(GMT+1),"CONTEMPORARY - DANCE CLUB. Monday, 30 October 2023 At 6:15 PM, (GMT+1).","CONTEMPORARY - DANCE CLUB. Monday, 30 October 2023 At 6:15 PM, (GMT+1). Creativity Center Segovia.",Unknown,,Unknown,Mon,Oct,30.0,2023.0,6:15 PM – 7:45 PM,Unknown,18.25
300310428,e1a582ac6ca46eaae1a40eb7030cd851,Nordic Club After Work,Off Campus,Caleido Mall,300002731.0,ienordic,IE Nordic Club,8.0,FREE,Register,Off CampusCommunity / networking,0.00,300310428.0,event,Unknown,,Off CampusCommunity / networking,0,Unknown,0.4375,12 Spots Left,Unknown,(GMT+1),"Nordic Club After Work. Monday, 30 October 2023 At 6:00 PM, (GMT+1).","Nordic Club After Work. Monday, 30 October 2023 At 6:00 PM, (GMT+1). Caleido Mall.",Unknown,,Unknown,Mon,Oct,30.0,2023.0,6 PM – 8 PM,Unknown,18.0
300312953,4c860cd276da915109ac144a051e36ac,Cup of Consulting - Roland Berger Germany,On Campus,"Velázquez 130, V-202",200000068.0,ieconsulting,IE Consulting Club,28.0,FREE,Register,On CampusCommunity / networkingConsultingConsulting WorkshopVelázquez 130,0.00,300312953.0,event,Unknown,,On CampusCommunity / networkingConsultingConsulting WorkshopVelázquez 130,0,Unknown,0.4375,Unknown,Unknown,(GMT+1),"Cup of Consulting - Roland Berger Germany. Monday, 30 October 2023 At 5:00 PM, (GMT+1).","Cup of Consulting - Roland Berger Germany. Monday, 30 October 2023 At 5:00 PM, (GMT+1). Velázquez 130, V-202.",Unknown,,Unknown,Mon,Oct,30.0,2023.0,5 PM – 6 PM,Unknown,17.0
300306818,438e71067ea7403e10fd9f24745a734a,Career Practice: Group Dynamic Simulation,On Campus,Private Location (register to display),200000640.0,TalentCareers,Talent and Careers,12.0,FREE,Register,On CampusGroup Dynamics Simulation - T&C,0.00,300306818.0,event,Unknown,,On CampusGroup Dynamics Simulation - T&C,0,Unknown,0.4375,Waiting List,Unknown,(GMT+1),"Career Practice: Group Dynamic Simulation. Monday, 30 October 2023 At 2:00 PM, (GMT+1).","Career Practice: Group Dynamic Simulation. Monday, 30 October 2023 At 2:00 PM, (GMT+1). Private Location ( register to display ) .",Unknown,,Unknown,Mon,Oct,30.0,2023.0,2 PM – 3:30 PM,Unknown,14.0
300253696,89be2a7324c9b2c32d4fe9407b65de62,IEU LABs Fair Segovia,On Campus,"CAMPUS SEGOVIA, Ground hall",300001819.0,IELABs,IEU LABs,0.0,Unknown,View,On CampusConsultingEntrepreneurship,0.00,300253696.0,event,Unknown,,On CampusConsultingEntrepreneurship,0,Unknown,0.4375,Unknown,Unknown,(GMT+1),"IEU LABs Fair Segovia. Monday, 30 October 2023 At 12:45 PM, (GMT+1).","IEU LABs Fair Segovia. Monday, 30 October 2023 At 12:45 PM, (GMT+1). CAMPUS SEGOVIA, Ground hall.",Unknown,,Unknown,Mon,Oct,30.0,2023.0,12:45 PM – 3:15 PM,Unknown,12.75
300307822,f9d305944b3b445ce58dffe1f65bbf26,"Workshop: ""Look After Your Mate"" - SEGOVIA",On Campus,TBD,300002039.0,IEUMenCo,IEU Counseling,0.0,FREE,Register,"On CampusCommunity / networkingCultureDiversityDiversity, Inclusion and BelongingEducationLGBTUN2030Well-beingWellness / wellbeingWellness / wellbeing - Mental We...Wellness / wellbeing - Physical ...",0.00,300307822.0,event,Unknown,,"On CampusCommunity / networkingCultureDiversityDiversity, Inclusion and BelongingEducationLGBTUN2030Well-beingWellness / wellbeingWellness / wellbeing - Mental We...Wellness / wellbeing - Physical ...",IEU Counseling,Unknown,0.4375,Unknown,Unknown,(GMT+1),"Workshop: “Look After Your Mate“ - SEGOVIA. Monday, 30 October 2023 At 11:00 AM, (GMT+1).","Workshop: “Look After Your Mate“ - SEGOVIA. Monday, 30 October 2023 At 11:00 AM, (GMT+1). TBD.",Unknown,,Unknown,Mon,Oct,30.0,2023.0,11 AM – 1 PM,Unknown,11.0
300264170,a3ba6fe61dcffb244331a98d7a86ac4d,MADRID THEATRE SOCIETY - AUDITIONS,On Campus,"IE TOWER, Art room, -4 Meeting link",200000032.0,ietheatre,IE Theatre Production,9.0,FREE,Register,On Campus,0.00,300264170.0,event,Unknown,,On Campus,0,Unknown,0.4375,Unknown,Unknown,(GMT+1),"MADRID THEATRE SOCIETY - AUDITIONS. Monday, 30 October 2023 At 10:00 AM, (GMT+1).","MADRID THEATRE SOCIETY - AUDITIONS. Monday, 30 October 2023 At 10:00 AM, (GMT+1). IE TOWER, Art room, -4.",Unknown,,hybrid,Mon,Oct,30.0,2023.0,10 AM – 7 PM,Unknown,10.0
300300843,f4abe9a7e5123da297a17267dbcfed45,IE Men's Basketball vs Majadahonda,On Campus,"IE TOWER, Athletic Center",300002888.0,iesportswellbeing,Sports & Well-Being,1.0,FREE,Register,On CampusAthletic CenterSports,0.00,300300843.0,event,Unknown,,On CampusAthletic CenterSports,0,Unknown,0.4375,Unknown,Unknown,(GMT+1),"IE Men’s Basketball vs Majadahonda. Sunday, 29 October 2023 At 5:00 PM, (GMT+1).","IE Men’s Basketball vs Majadahonda. Sunday, 29 October 2023 At 5:00 PM, (GMT+1). IE TOWER, Athletic Center.",Unknown,,Unknown,Sun,Oct,29.0,2023.0,5 PM – 7 PM,Unknown,17.0
300261524,2d487b7f59035fa5182fe8a4b8b0db58,Football Sundays,On Campus,MEAT - https://maps.app.goo.gl/8Rk5tpBoa9FrRDUr6,200000038.0,ienorthamericaclub,IE North America Club,3.0,FREE,Register,On CampusCultureSports,0.00,300261524.0,event,Unknown,,On CampusCultureSports,0,Unknown,0.4375,Unknown,Unknown,(GMT+1),"Football Sundays. Sunday, 29 October 2023 At 3:00 PM, (GMT+1).","Football Sundays. Sunday, 29 October 2023 At 3:00 PM, (GMT+1). MEAT - https: slash slash maps.app.goo.gl slash 8Rk5tpBoa9FrRDUr6.",Unknown,,Unknown,Sun,Oct,29.0,2023.0,3 PM – 9 PM,Unknown,15.0
300256073,054f6958506d2958717814f48d8757f9,IE Social Tennis,Off Campus,Ciudad de la Raqueta,300002888.0,iesportswellbeing,Sports & Well-Being,0.0,FREE,Register,Off CampusSports,0.00,300256073.0,event,Unknown,,Off CampusSports,0,Unknown,0.4375,20 Spots Left,Unknown,(GMT+1),"IE Social Tennis. Sunday, 29 October 2023 At 2:00 PM, (GMT+1).","IE Social Tennis. Sunday, 29 October 2023 At 2:00 PM, (GMT+1). Ciudad de la Raqueta.",Unknown,,Unknown,Sun,Oct,29.0,2023.0,2 PM – 4 PM,Unknown,14.0
300300853,13674dcb748b69d7fddfb0e763869ee1,IE Women's Basketball vs Femenino Fuenlabrada,On Campus,"IE TOWER, Athletic Center",300002888.0,iesportswellbeing,Sports & Well-Being,3.0,FREE,Register,On CampusAthletic CenterSports,0.00,300300853.0,event,Unknown,,On CampusAthletic CenterSports,0,Unknown,0.4375,Unknown,Unknown,(GMT+1),"IE Women’s Basketball vs Femenino Fuenlabrada. Sunday, 29 October 2023 At 2:00 PM, (GMT+1).","IE Women’s Basketball vs Femenino Fuenlabrada. Sunday, 29 October 2023 At 2:00 PM, (GMT+1). IE TOWER, Athletic Center.",Unknown,,Unknown,Sun,Oct,29.0,2023.0,2 PM – 4:15 PM,Unknown,14.0
300311467,6d9cfe64d09c760ed791826ca41e0ff9,Semestral Paintball,Off Campus,San Lorenzo del Escorial,300002889.0,ieexchange,IE Exchange Society Mix,3.0,FREE,Register,Off CampusInstitutional,0.00,300311467.0,event,Unknown,,Off CampusInstitutional,0,Unknown,0.4375,Unknown,Unknown,(GMT+1),"Semestral Paintball. Sunday, 29 October 2023 At 10:30 AM, (GMT+1).","Semestral Paintball. Sunday, 29 October 2023 At 10:30 AM, (GMT+1). San Lorenzo del Escorial.",Unknown,,Unknown,Sun,Oct,29.0,2023.0,10:30 AM – 12:30 PM,Unknown,10.5
300300846,4d962c6bf1f054e4f9cd33b35f5346e6,IE Men's Volleyball vs ABV Boadilla,On Campus,"IE TOWER, Athletic Center",300002888.0,iesportswellbeing,Sports & Well-Being,3.0,FREE,Register,On CampusAthletic CenterSports,0.00,300300846.0,event,Unknown,,On CampusAthletic CenterSports,0,Unknown,0.4375,Unknown,Unknown,(GMT+1),"IE Men’s Volleyball vs ABV Boadilla. Sunday, 29 October 2023 At 10:00 AM, (GMT+1).","IE Men’s Volleyball vs ABV Boadilla. Sunday, 29 October 2023 At 10:00 AM, (GMT+1). IE TOWER, Athletic Center.",Unknown,,Unknown,Sun,Oct,29.0,2023.0,10 AM – 11:30 AM,Unknown,10.0
300300845,3772b24667900055c606bf142988b265,IE Women's Volleyball  vs B. M. 2 DE MAYO A,On Campus,"IE TOWER, Athletic Center",300002888.0,iesportswellbeing,Sports & Well-Being,1.0,FREE,Register,On CampusAthletic CenterSports,0.00,300300845.0,event,Unknown,,On CampusAthletic CenterSports,0,Unknown,0.4375,Unknown,Unknown,(GMT+2),"IE Women’s Volleyball vs B. M. 2 DE MAYO A. Sunday, 29 October 2023 At 12:00 AM, (GMT+2).","IE Women’s Volleyball vs B. M. 2 DE MAYO A. Sunday, 29 October 2023 At 12:00 AM, (GMT+2). IE TOWER, Athletic Center.",Unknown,,Unknown,Sun,Oct,29.0,2023.0,12 AM – 1:30 PM,Unknown,0.0
300300841,669ce5c6cdf1184bd7b23462fd9b2de4,IE Madrid Men's Indoor Football vs PARQUE NORTE F.S. - RODILLITO,On Campus,"IE TOWER, Athletic Center",300002888.0,iesportswellbeing,Sports & Well-Being,0.0,FREE,Register,On CampusAthletic CenterSports,0.00,300300841.0,event,Unknown,,On CampusAthletic CenterSports,0,Unknown,0.4375,Unknown,Unknown,(GMT+2),"IE Madrid Men’s Indoor Football vs PARQUE NORTE F.S. - RODILLITO. Saturday, 28 October 2023 At 1:00 PM, (GMT+2).","IE Madrid Men’s Indoor Football vs PARQUE NORTE F.S. - RODILLITO. Saturday, 28 October 2023 At 1:00 PM, (GMT+2). IE TOWER, Athletic Center.",Unknown,,Unknown,Sat,Oct,28.0,2023.0,1 PM – 2:30 PM,Unknown,13.0
300302142,834d7f3c064be87a91daac77ead17e3c,Journaling and meditation session by Free Your Soul,Off Campus,calle de san agustin 9 (3 derecha),300002879.0,iewellbeingclub,IE Well-Being Club,12.0,€7.64,Register,Off Campus,91.68,300302142.0,event,Unknown,,Off Campus,IE Girl Up Club,Unknown,0.4375,Waiting List,Unknown,(GMT+2),"Journaling and meditation session by Free Your Soul. Saturday, 28 October 2023 At 12:00 PM, (GMT+2).","Journaling and meditation session by Free Your Soul. Saturday, 28 October 2023 At 12:00 PM, (GMT+2). calle de san agustin 9 ( 3 derecha ) .",Unknown,,Unknown,Sat,Oct,28.0,2023.0,12 PM – 1:30 PM,Unknown,12.0
300255452,28533a98a44a4aadc922dc9b68243351,MiniMUN,On Campus,"MARIA DE MOLINA, 31, Maria de Molina, 3rd floor",200000011.0,iedebatemix,IE Debate Club MIX,119.0,FREE,Register,On CampusCultureDebateEconomicsGlobal affairs / international r...María Molina 31Public & Institutional RelationsWellness / wellbeing,0.00,300255452.0,event,Unknown,,On CampusCultureDebateEconomicsGlobal affairs / international r...María Molina 31Public & Institutional RelationsWellness / wellbeing,IE Economics Society MIX,"Session 1 (10-1:30 ), Lunch (1:30-3), Session 2 (3- 6)",0.4375,Unknown,Unknown,(GMT+2),"MiniMUN. Saturday, 28 October 2023 At 10:00 AM, (GMT+2).","MiniMUN. Saturday, 28 October 2023 At 10:00 AM, (GMT+2). MARIA DE MOLINA, 31, Maria de Molina, 3rd floor.",Unknown,,Unknown,Sat,Oct,28.0,2023.0,10 AM – 6 PM,Unknown,10.0
300298643,55d213dc24a7c47ae408133d677d49df,FOOTBALL TOURNAMENT,Off Campus,Colegio Valdeluz,200000114.0,iefootball,IE Football Club,149.0,FREE,Register,Off CampusSports,0.00,300298643.0,event,Unknown,,Off CampusSports,Sports & Well-Being,Unknown,0.4375,1 Spots Left,Unknown,(GMT+2),"FOOTBALL TOURNAMENT. Friday, 27 October 2023 At 8:30 PM, (GMT+2).","FOOTBALL TOURNAMENT. Friday, 27 October 2023 At 8:30 PM, (GMT+2). Colegio Valdeluz.",IE University Sports Week,,Unknown,Fri,Oct,27.0,2023.0,8:30 PM – Fri,Unknown,20.5
300261558,b7f4ec38b9caa24b33c16534a3af3f45,Jam Session,On Campus,"Segovia's Creativity Center, IE Creativity Center",200000022.0,ieumusicSG,IE Music Club SC,12.0,FREE,Register,On CampusArts & humanitiesCreativity Center,0.00,300261558.0,event,Unknown,,On CampusArts & humanitiesCreativity Center,IE Creativity Center,Unknown,0.4375,Unknown,Unknown,(GMT+2),"Jam Session. Friday, 27 October 2023 At 7:00 PM, (GMT+2).","Jam Session. Friday, 27 October 2023 At 7:00 PM, (GMT+2). Segovia’s Creativity Center, IE Creativity Center.",Unknown,,Unknown,Fri,Oct,27.0,2023.0,7 PM – 9 PM,Unknown,19.0
300253435,59d02567402cecd14e3bb077509d7296,IEU DEBATE CLUB TRAINING PROGRAM [SEGOVIA],On Campus,TBD,200000011.0,iedebatemix,IE Debate Club MIX,0.0,FREE – €50,Register,On CampusDebate,0.00,300253435.0,event,Unknown,,On CampusDebate,0,"Segovia: Fridays 6-7:30pm, Room # will be sent through email.",0.4375,Unknown,Unknown,(GMT+2),"IEU DEBATE CLUB TRAINING PROGRAM [ SEGOVIA ] . Friday, 27 October 2023 At 6:00 PM, (GMT+2).","IEU DEBATE CLUB TRAINING PROGRAM [ SEGOVIA ] . Friday, 27 October 2023 At 6:00 PM, (GMT+2). TBD.",Unknown,,Unknown,Fri,Oct,27.0,2023.0,6 PM – 7:30 PM,Unknown,18.0
300310883,1bed7354b5f4864ff65d05f05ff1c186,fashion club Halloween photoshoot,On Campus,"CAMPUS SEGOVIA, IE photo studio",300002905.0,iefashionSG,IE Fashion Club SC,18.0,FREE,Register,On CampusFashion,0.00,300310883.0,event,Unknown,,On CampusFashion,0,Unknown,0.4375,Unknown,Unknown,(GMT+2),"fashion club Halloween photoshoot. Friday, 27 October 2023 At 5:00 PM, (GMT+2).","fashion club Halloween photoshoot. Friday, 27 October 2023 At 5:00 PM, (GMT+2). CAMPUS SEGOVIA, IE photo studio.",Unknown,,Unknown,Fri,Oct,27.0,2023.0,5 PM – 7 PM,Unknown,17.0
300309551,897497802983b2e7f560b0c7392727ef,African Women in Leadership: A Discussion,On Campus,"IE TOWER, T-17.02 Zoom link",200000039.0,ieacmc,IE Africa Club MIX,40.0,FREE,Register,"On CampusDiversity, Inclusion and BelongingEntrepreneurship",0.00,300309551.0,event,Unknown,,"On CampusDiversity, Inclusion and BelongingEntrepreneurship","IE Women in Business Club, IE WOMEN & Allies",Unknown,0.4375,Unknown,Unknown,(GMT+2),"African Women in Leadership: A Discussion. Friday, 27 October 2023 At 4:30 PM, (GMT+2).","African Women in Leadership: A Discussion. Friday, 27 October 2023 At 4:30 PM, (GMT+2). IE TOWER, T-17.02.",Unknown,,hybrid,Fri,Oct,27.0,2023.0,4:30 PM – 6 PM,Unknown,16.5
300310409,2c034388514459d111c168e275364921,EIKON: TRAINING SESSION WITH AN EXPERT,Online,Online Event WebEx link,300000282.0,IELibrary,IEU Library,11.0,FREE,Register,Online,0.00,300310409.0,event,Unknown,,Online,IE Faculty Community,Unknown,0.4375,Unknown,Unknown,(GMT+2),"EIKON: TRAINING SESSION WITH AN EXPERT. Friday, 27 October 2023 At 12:00 PM, (GMT+2).","EIKON: TRAINING SESSION WITH AN EXPERT. Friday, 27 October 2023 At 12:00 PM, (GMT+2). Online Event.",Unknown,,Unknown,Fri,Oct,27.0,2023.0,12 PM – 1 PM,Unknown,12.0
300255411,9781362374da849a95a0178d6fa3efba,Hack Your Creative Mind,On Campus,Creativity Center,300002424.0,iefoundation,IE Foundation,13.0,FREE,Register,On CampusCreativityCreativity Center,0.00,300255411.0,event,Unknown,,On CampusCreativityCreativity Center,0,Unknown,0.4375,1 Spots Left,Unknown,(GMT+2),"Hack Your Creative Mind. Friday, 27 October 2023 At 11:00 AM, (GMT+2).","Hack Your Creative Mind. Friday, 27 October 2023 At 11:00 AM, (GMT+2). Creativity Center.",Unknown,,Unknown,Fri,Oct,27.0,2023.0,11:00 AM – Sat,Unknown,11.0
300253807,fd5276667f895d698848945de5409083,Climathon 2023,On Campus,"IE TOWER, 12.04",300002094.0,ieeco,IE Eco Club,45.0,FREE,Register,On CampusCompetitionsSustainability,0.00,300253807.0,event,Unknown,,On CampusCompetitionsSustainability,"IE SDGs Club, IE SDGs Club SC, IE School of Politics, Economics and Global Affairs","The Climathon will take place over two days- Friday, 27 October (11.00- 15.00) & Friday, 3 November (11.00-15.00)",0.4375,Waiting List,Unknown,(GMT+2),"Climathon 2023. Friday, 27 October 2023 At 11:00 AM, (GMT+2).","Climathon 2023. Friday, 27 October 2023 At 11:00 AM, (GMT+2). IE TOWER, 12.04.",Unknown,,Unknown,Fri,Oct,27.0,2023.0,11:00 AM – Fri,Unknown,11.0
300302163,28d98eee0f7bcb9e5a38fa2ab88a8bd1,SOCIAL VOLLEYBALL PRACTICE - OPEN TO ALL,On Campus,"IE TOWER, IE athletic center",200000126.0,ievolleyball,IE Volleyball Club,10.0,FREE,Register,"On CampusCommunicationCommunity / networkingCultureDiversity, Inclusion and BelongingIE Athletic CenterIE TowerSportsWellness / wellbeing",0.00,300302163.0,event,Unknown,,"On CampusCommunicationCommunity / networkingCultureDiversity, Inclusion and BelongingIE Athletic CenterIE TowerSportsWellness / wellbeing",0,Unknown,0.4375,Unknown,Unknown,(GMT+2),"SOCIAL VOLLEYBALL PRACTICE - OPEN TO ALL. Thursday, 26 October 2023 At 9:30 PM, (GMT+2).","SOCIAL VOLLEYBALL PRACTICE - OPEN TO ALL. Thursday, 26 October 2023 At 9:30 PM, (GMT+2). IE TOWER, IE athletic center.",Unknown,,Unknown,Thu,Oct,26.0,2023.0,9:30 PM – 11 PM,Unknown,21.5
